CLUSTERID1,CLUSTERID2,DeltaMZ,MEH,Cosine,OtherScore,ComponentIndex,EdgeAnnotation,Cluster_drug,Cluster_metabolite,AllGroups,DefaultGroups,EvenOdd,G1,G2,G3,G4,G5,G6,GNPSLinkout_Cluster,GNPSLinkout_Network,LibraryID,MQScore,MZErrorPPM,MassDiff,RTMean,RTMean_min,RTStdErr,Smiles,SpectrumID,UniqueFileSources,UniqueFileSourcesCount,componentindex,number.of.spectra,parent.mass,precursor.charge,precursor.mass,sum.precursor.intensity.
1125487,1127419,-23.996,1125487,0.905,1125487,63,C2,1,1127419,NA,G1,0,12,0,0,0,0,0,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=160284a28da14afdbf0823851b4c6c31&view=cluster_details&protein=1127419&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=63&task=160284a28da14afdbf0823851b4c6c31&show=true,N/A,N/A,N/A,N/A,214.14216666666667,3.569036111111111,18.1344232324114,N/A,N/A,1_p_StdMix_5000ppb_01.mzML|1_p_3626_03062011.mzML|1_p_3757_12052012.mzML|1_p_StdMix_5000ppb_02.mzML|1_p_StdMix_2500ppb_03.mzML|1_p_3297_03272007.mzML|1_p_StdMix_1000ppb_02.mzML|1_p_3809_06222013.mzML|1_p_StdMix_5000ppb_03.mzML|1_p_3355_02042008.mzML,10,63,12,921.617,1,921.617,152470000
920737,1125477,-381.327,920737,0.9533,920737,63,NA,2,920737,NA,G1,1,116,0,0,0,0,0,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=160284a28da14afdbf0823851b4c6c31&view=cluster_details&protein=920737&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=63&task=160284a28da14afdbf0823851b4c6c31&show=true,N/A,N/A,N/A,N/A,216.40016379310345,3.606669396551724,15.500469499532278,N/A,N/A,1_n_153056_07092015.mzML|1_n_StdMix_250ppb_01.mzML|1_n_4993_09132017.mzML|1_n_QC_SPEkit_StdMix_03.mzML|1_n_3563_04292010.mzML|1_n_3355_02042008.mzML|1_n_StdMix_250ppb_02.mzML|1_n_StdMix_500ppb_02.mzML|1_n_StdMix_125ppb_01.mzML|1_n_184010_03162018.mzML|1_n_4536_01062011.mzML|1_n_StdMix_5000ppb_02.mzML|1_n_4717_08152013.mzML|1_n_3843_11082013.mzML|1_n_4755_04212014.mzML|1_n_3430_02172010.mzML|1_n_153001_03232016.mzML|1_n_3912_08242014.mzML|1_n_163032_05032017.mzML|1_n_153067_08282015_1.mzML|1_n_StdMix_2500ppb_03.mzML|1_n_ST_11232014.mzML|1_n_163055_07072016.mzML|1_n_StdMix_125ppb_02.mzML|1_n_4949_02112017.mzML|1_n_StdMix_500ppb_01.mzML|1_n_4523_11152010.mzML|1_n_3232_03032006.mzML|1_n_StdMix_1000ppb_01.mzML|1_n_4399_01272009.mzML|1_n_4706_05262013.mzML|1_n_3854_01072014.mzML|1_n_StdMix_31pt25ppb_01.mzML|1_n_4723_10272013.mzML|1_n_StdMix_250ppb_03.mzML|1_n_3786_03152013.mzML|1_n_3297_03272007.mzML|1_n_QC_SPEkit_StdMix_01.mzML|1_n_4589_08052011.mzML|1_n_4545_02172011.mzML|1_n_3894_06062014.mzML|1_n_4424_05012009.mzML|1_n_4691_08042013.mzML|1_n_LW_06102013.mzML|1_n_4705_05172013.mzML|1_n_3809_06222013.mzML|1_n_3563_05182011.mzML|1_n_3935_12152014_1.mzML|1_n_AS_07222017.mzML|1_n_163067_08172016.mzML|1_n_EE_06142014.mzML|1_n_OS_07132016.mzML|1_n_4687_02162013.mzML|1_n_3720_04112012.mzML|1_n_MAG_05092015.mzML|1_n_StdMix_2500ppb_02.mzML|1_n_4544_02172011.mzML|1_n_StdMix_5000ppb_01.mzML|1_n_blk_SPEkit_02.mzML|1_n_153001_01072015.mzML|1_n_4422_04192009.mzML|1_n_4757_03282014.mzML|1_n_StdMix_5000ppb_03.mzML|1_n_3731_07012012.mzML|1_n_StdMix_500ppb_03.mzML|1_n_3748_10172012.mzML|1_n_StdMix_2500ppb_01.mzML|1_n_163039_04222016.mzML|1_n_IS_09082015.mzML|1_n_StdMix_1000ppb_03.mzML|1_n_3720_11202013.mzML|1_n_3731_04022014.mzML|1_n_StdMix_15pt625ppb_03.mzML|1_n_4619_12252011.mzML|1_n_QC_SPEkit_StdMix_02.mzML|1_n_163032_03242016.mzML|1_n_3757_12052012.mzML|1_n_173066_07182018.mzML|1_n_163045_05202016.mzML|1_n_153067_08282015_2.mzML|1_n_PT_03192018.mzML|1_n_4761_05212014.mzML|1_n_3808_04192017.mzML|1_n_163081_09292016.mzML|1_n_4500_06202010.mzML|1_n_163016_02242016.mzML|1_n_3355_05062009.mzML|1_n_NC_07222016.mzML|1_n_StdMix_62pt5ppb_01.mzML|1_n_4777_08022014.mzML|1_n_153084_12082015.mzML|1_n_StdMix_1000ppb_02.mzML|1_n_4609_11082011.mzML|1_n_3771_01102013.mzML|1_n_153056_07272016.mzML,95,63,116,516.294,1,516.294,342845000
920737,1125487,-381.327,920737,0.9413,920737,63,NA,2,920737,NA,G1,1,116,0,0,0,0,0,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=160284a28da14afdbf0823851b4c6c31&view=cluster_details&protein=920737&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=63&task=160284a28da14afdbf0823851b4c6c31&show=true,N/A,N/A,N/A,N/A,216.40016379310345,3.606669396551724,15.500469499532278,N/A,N/A,1_n_153056_07092015.mzML|1_n_StdMix_250ppb_01.mzML|1_n_4993_09132017.mzML|1_n_QC_SPEkit_StdMix_03.mzML|1_n_3563_04292010.mzML|1_n_3355_02042008.mzML|1_n_StdMix_250ppb_02.mzML|1_n_StdMix_500ppb_02.mzML|1_n_StdMix_125ppb_01.mzML|1_n_184010_03162018.mzML|1_n_4536_01062011.mzML|1_n_StdMix_5000ppb_02.mzML|1_n_4717_08152013.mzML|1_n_3843_11082013.mzML|1_n_4755_04212014.mzML|1_n_3430_02172010.mzML|1_n_153001_03232016.mzML|1_n_3912_08242014.mzML|1_n_163032_05032017.mzML|1_n_153067_08282015_1.mzML|1_n_StdMix_2500ppb_03.mzML|1_n_ST_11232014.mzML|1_n_163055_07072016.mzML|1_n_StdMix_125ppb_02.mzML|1_n_4949_02112017.mzML|1_n_StdMix_500ppb_01.mzML|1_n_4523_11152010.mzML|1_n_3232_03032006.mzML|1_n_StdMix_1000ppb_01.mzML|1_n_4399_01272009.mzML|1_n_4706_05262013.mzML|1_n_3854_01072014.mzML|1_n_StdMix_31pt25ppb_01.mzML|1_n_4723_10272013.mzML|1_n_StdMix_250ppb_03.mzML|1_n_3786_03152013.mzML|1_n_3297_03272007.mzML|1_n_QC_SPEkit_StdMix_01.mzML|1_n_4589_08052011.mzML|1_n_4545_02172011.mzML|1_n_3894_06062014.mzML|1_n_4424_05012009.mzML|1_n_4691_08042013.mzML|1_n_LW_06102013.mzML|1_n_4705_05172013.mzML|1_n_3809_06222013.mzML|1_n_3563_05182011.mzML|1_n_3935_12152014_1.mzML|1_n_AS_07222017.mzML|1_n_163067_08172016.mzML|1_n_EE_06142014.mzML|1_n_OS_07132016.mzML|1_n_4687_02162013.mzML|1_n_3720_04112012.mzML|1_n_MAG_05092015.mzML|1_n_StdMix_2500ppb_02.mzML|1_n_4544_02172011.mzML|1_n_StdMix_5000ppb_01.mzML|1_n_blk_SPEkit_02.mzML|1_n_153001_01072015.mzML|1_n_4422_04192009.mzML|1_n_4757_03282014.mzML|1_n_StdMix_5000ppb_03.mzML|1_n_3731_07012012.mzML|1_n_StdMix_500ppb_03.mzML|1_n_3748_10172012.mzML|1_n_StdMix_2500ppb_01.mzML|1_n_163039_04222016.mzML|1_n_IS_09082015.mzML|1_n_StdMix_1000ppb_03.mzML|1_n_3720_11202013.mzML|1_n_3731_04022014.mzML|1_n_StdMix_15pt625ppb_03.mzML|1_n_4619_12252011.mzML|1_n_QC_SPEkit_StdMix_02.mzML|1_n_163032_03242016.mzML|1_n_3757_12052012.mzML|1_n_173066_07182018.mzML|1_n_163045_05202016.mzML|1_n_153067_08282015_2.mzML|1_n_PT_03192018.mzML|1_n_4761_05212014.mzML|1_n_3808_04192017.mzML|1_n_163081_09292016.mzML|1_n_4500_06202010.mzML|1_n_163016_02242016.mzML|1_n_3355_05062009.mzML|1_n_NC_07222016.mzML|1_n_StdMix_62pt5ppb_01.mzML|1_n_4777_08022014.mzML|1_n_153084_12082015.mzML|1_n_StdMix_1000ppb_02.mzML|1_n_4609_11082011.mzML|1_n_3771_01102013.mzML|1_n_153056_07272016.mzML,95,63,116,516.294,1,516.294,342845000
1123177,1125477,-35.04,1123177,0.9286,1123177,63,NA,2,1123177,NA,G1,1,7,0,0,0,0,0,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=160284a28da14afdbf0823851b4c6c31&view=cluster_details&protein=1123177&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=63&task=160284a28da14afdbf0823851b4c6c31&show=true,N/A,N/A,N/A,N/A,231.1494285714286,3.8524904761904764,1.216413799088222,N/A,N/A,1_n_StdMix_1000ppb_03.mzML|1_n_StdMix_5000ppb_02.mzML|1_n_StdMix_1000ppb_01.mzML|1_n_StdMix_5000ppb_01.mzML|1_n_StdMix_1000ppb_02.mzML|1_n_StdMix_5000ppb_03.mzML|1_n_StdMix_2500ppb_01.mzML,7,63,7,862.581,1,862.581,12073600
938677,1127280,-391.339,938677,0.8668,938677,63,NA,2,938677,NA,G1,1,99,0,0,0,0,0,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=160284a28da14afdbf0823851b4c6c31&view=cluster_details&protein=938677&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=63&task=160284a28da14afdbf0823851b4c6c31&show=true,N/A,N/A,N/A,N/A,193.66272727272727,3.227712121212121,37.72073711315784,N/A,N/A,1_n_4949_02112017.mzML|1_n_153056_07092015.mzML|1_n_3817_07272013.mzML|1_n_4418_04112009.mzML|1_n_153023_03192015.mzML|1_n_3731_04022014.mzML|1_n_4361_07052008.mzML|1_n_3720_04112012.mzML|1_n_MAG_05092015.mzML|1_n_163032_03242016.mzML|1_n_3232_03032006.mzML|1_n_3757_12052012.mzML|1_n_3807_04052017.mzML|1_n_4592_08132011.mzML|1_n_153067_08282015_2.mzML|1_n_4599_09202011.mzML|1_n_3355_02042008.mzML|1_n_4800_12022014.mzML|1_n_3854_01072014.mzML|1_n_173066_07012017.mzML|1_n_184010_03162018.mzML|1_n_4723_10272013.mzML|1_n_163081_09292016.mzML|1_n_4417_04062009.mzML|1_n_4500_06202010.mzML|1_n_4544_02172011.mzML|1_n_3551_06152011.mzML|1_n_3297_03272007.mzML|1_n_4717_08152013.mzML|1_n_3843_11082013.mzML|1_n_153001_01072015.mzML|1_n_4422_04192009.mzML|1_n_3355_05062009.mzML|1_n_NC_07222016.mzML|1_n_4757_03282014.mzML|1_n_4545_02172011.mzML|1_n_3894_06062014.mzML|1_n_4424_05012009.mzML|1_n_3748_10172012.mzML|1_n_163039_04222016.mzML|1_n_163055_07072016.mzML|1_n_ST_11232014.mzML|1_n_LW_06102013.mzML|1_n_IS_09082015.mzML|1_n_3935_12152014_3.mzML|1_n_3809_06222013.mzML|1_n_3817_08272014.mzML|1_n_4972_06082017.mzML|1_n_4609_11082011.mzML|1_n_3717_07312013.mzML|1_n_153067_09172016_1.mzML|1_n_3626_03062011.mzML,52,63,99,528.264,1,528.264,281428000
920737,1127280,-403.309,920737,0.9856,920737,63,NA,2,920737,NA,G1,1,116,0,0,0,0,0,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=160284a28da14afdbf0823851b4c6c31&view=cluster_details&protein=920737&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=63&task=160284a28da14afdbf0823851b4c6c31&show=true,N/A,N/A,N/A,N/A,216.40016379310345,3.606669396551724,15.500469499532278,N/A,N/A,1_n_153056_07092015.mzML|1_n_StdMix_250ppb_01.mzML|1_n_4993_09132017.mzML|1_n_QC_SPEkit_StdMix_03.mzML|1_n_3563_04292010.mzML|1_n_3355_02042008.mzML|1_n_StdMix_250ppb_02.mzML|1_n_StdMix_500ppb_02.mzML|1_n_StdMix_125ppb_01.mzML|1_n_184010_03162018.mzML|1_n_4536_01062011.mzML|1_n_StdMix_5000ppb_02.mzML|1_n_4717_08152013.mzML|1_n_3843_11082013.mzML|1_n_4755_04212014.mzML|1_n_3430_02172010.mzML|1_n_153001_03232016.mzML|1_n_3912_08242014.mzML|1_n_163032_05032017.mzML|1_n_153067_08282015_1.mzML|1_n_StdMix_2500ppb_03.mzML|1_n_ST_11232014.mzML|1_n_163055_07072016.mzML|1_n_StdMix_125ppb_02.mzML|1_n_4949_02112017.mzML|1_n_StdMix_500ppb_01.mzML|1_n_4523_11152010.mzML|1_n_3232_03032006.mzML|1_n_StdMix_1000ppb_01.mzML|1_n_4399_01272009.mzML|1_n_4706_05262013.mzML|1_n_3854_01072014.mzML|1_n_StdMix_31pt25ppb_01.mzML|1_n_4723_10272013.mzML|1_n_StdMix_250ppb_03.mzML|1_n_3786_03152013.mzML|1_n_3297_03272007.mzML|1_n_QC_SPEkit_StdMix_01.mzML|1_n_4589_08052011.mzML|1_n_4545_02172011.mzML|1_n_3894_06062014.mzML|1_n_4424_05012009.mzML|1_n_4691_08042013.mzML|1_n_LW_06102013.mzML|1_n_4705_05172013.mzML|1_n_3809_06222013.mzML|1_n_3563_05182011.mzML|1_n_3935_12152014_1.mzML|1_n_AS_07222017.mzML|1_n_163067_08172016.mzML|1_n_EE_06142014.mzML|1_n_OS_07132016.mzML|1_n_4687_02162013.mzML|1_n_3720_04112012.mzML|1_n_MAG_05092015.mzML|1_n_StdMix_2500ppb_02.mzML|1_n_4544_02172011.mzML|1_n_StdMix_5000ppb_01.mzML|1_n_blk_SPEkit_02.mzML|1_n_153001_01072015.mzML|1_n_4422_04192009.mzML|1_n_4757_03282014.mzML|1_n_StdMix_5000ppb_03.mzML|1_n_3731_07012012.mzML|1_n_StdMix_500ppb_03.mzML|1_n_3748_10172012.mzML|1_n_StdMix_2500ppb_01.mzML|1_n_163039_04222016.mzML|1_n_IS_09082015.mzML|1_n_StdMix_1000ppb_03.mzML|1_n_3720_11202013.mzML|1_n_3731_04022014.mzML|1_n_StdMix_15pt625ppb_03.mzML|1_n_4619_12252011.mzML|1_n_QC_SPEkit_StdMix_02.mzML|1_n_163032_03242016.mzML|1_n_3757_12052012.mzML|1_n_173066_07182018.mzML|1_n_163045_05202016.mzML|1_n_153067_08282015_2.mzML|1_n_PT_03192018.mzML|1_n_4761_05212014.mzML|1_n_3808_04192017.mzML|1_n_163081_09292016.mzML|1_n_4500_06202010.mzML|1_n_163016_02242016.mzML|1_n_3355_05062009.mzML|1_n_NC_07222016.mzML|1_n_StdMix_62pt5ppb_01.mzML|1_n_4777_08022014.mzML|1_n_153084_12082015.mzML|1_n_StdMix_1000ppb_02.mzML|1_n_4609_11082011.mzML|1_n_3771_01102013.mzML|1_n_153056_07272016.mzML,95,63,116,516.294,1,516.294,342845000
1125487,1126670,-15.995,1125487,0.9124,1125487,63,O,1,1126670,NA,G1,0,6,0,0,0,0,0,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=160284a28da14afdbf0823851b4c6c31&view=cluster_details&protein=1126670&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=63&task=160284a28da14afdbf0823851b4c6c31&show=true,N/A,N/A,N/A,N/A,186.92083333333335,3.1153472222222223,0.2670564339028141,N/A,N/A,1_n_StdMix_5000ppb_02.mzML|1_n_3809_06222013.mzML|1_n_StdMix_5000ppb_01.mzML|1_n_StdMix_2500ppb_03.mzML|1_n_StdMix_5000ppb_03.mzML|1_n_StdMix_2500ppb_01.mzML,6,63,6,913.616,1,913.616,18136200
1125477,1127419,-23.996,1125477,0.9181,1125477,63,C2,1,1127419,NA,G1,0,12,0,0,0,0,0,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=160284a28da14afdbf0823851b4c6c31&view=cluster_details&protein=1127419&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=63&task=160284a28da14afdbf0823851b4c6c31&show=true,N/A,N/A,N/A,N/A,214.14216666666667,3.569036111111111,18.1344232324114,N/A,N/A,1_p_StdMix_5000ppb_01.mzML|1_p_3626_03062011.mzML|1_p_3757_12052012.mzML|1_p_StdMix_5000ppb_02.mzML|1_p_StdMix_2500ppb_03.mzML|1_p_3297_03272007.mzML|1_p_StdMix_1000ppb_02.mzML|1_p_3809_06222013.mzML|1_p_StdMix_5000ppb_03.mzML|1_p_3355_02042008.mzML,10,63,12,921.617,1,921.617,152470000
938677,1125477,-369.357,938677,0.8519,938677,63,NA,2,938677,NA,G1,1,99,0,0,0,0,0,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=160284a28da14afdbf0823851b4c6c31&view=cluster_details&protein=938677&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=63&task=160284a28da14afdbf0823851b4c6c31&show=true,N/A,N/A,N/A,N/A,193.66272727272727,3.227712121212121,37.72073711315784,N/A,N/A,1_n_4949_02112017.mzML|1_n_153056_07092015.mzML|1_n_3817_07272013.mzML|1_n_4418_04112009.mzML|1_n_153023_03192015.mzML|1_n_3731_04022014.mzML|1_n_4361_07052008.mzML|1_n_3720_04112012.mzML|1_n_MAG_05092015.mzML|1_n_163032_03242016.mzML|1_n_3232_03032006.mzML|1_n_3757_12052012.mzML|1_n_3807_04052017.mzML|1_n_4592_08132011.mzML|1_n_153067_08282015_2.mzML|1_n_4599_09202011.mzML|1_n_3355_02042008.mzML|1_n_4800_12022014.mzML|1_n_3854_01072014.mzML|1_n_173066_07012017.mzML|1_n_184010_03162018.mzML|1_n_4723_10272013.mzML|1_n_163081_09292016.mzML|1_n_4417_04062009.mzML|1_n_4500_06202010.mzML|1_n_4544_02172011.mzML|1_n_3551_06152011.mzML|1_n_3297_03272007.mzML|1_n_4717_08152013.mzML|1_n_3843_11082013.mzML|1_n_153001_01072015.mzML|1_n_4422_04192009.mzML|1_n_3355_05062009.mzML|1_n_NC_07222016.mzML|1_n_4757_03282014.mzML|1_n_4545_02172011.mzML|1_n_3894_06062014.mzML|1_n_4424_05012009.mzML|1_n_3748_10172012.mzML|1_n_163039_04222016.mzML|1_n_163055_07072016.mzML|1_n_ST_11232014.mzML|1_n_LW_06102013.mzML|1_n_IS_09082015.mzML|1_n_3935_12152014_3.mzML|1_n_3809_06222013.mzML|1_n_3817_08272014.mzML|1_n_4972_06082017.mzML|1_n_4609_11082011.mzML|1_n_3717_07312013.mzML|1_n_153067_09172016_1.mzML|1_n_3626_03062011.mzML,52,63,99,528.264,1,528.264,281428000
1123177,1127280,-57.022,1123177,0.9422,1123177,63,HN4:C2H3NO,2,1123177,NA,G1,1,7,0,0,0,0,0,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=160284a28da14afdbf0823851b4c6c31&view=cluster_details&protein=1123177&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=63&task=160284a28da14afdbf0823851b4c6c31&show=true,N/A,N/A,N/A,N/A,231.1494285714286,3.8524904761904764,1.216413799088222,N/A,N/A,1_n_StdMix_1000ppb_03.mzML|1_n_StdMix_5000ppb_02.mzML|1_n_StdMix_1000ppb_01.mzML|1_n_StdMix_5000ppb_01.mzML|1_n_StdMix_1000ppb_02.mzML|1_n_StdMix_5000ppb_03.mzML|1_n_StdMix_2500ppb_01.mzML,7,63,7,862.581,1,862.581,12073600
980432,1125487,-335.322,980432,0.7742,980432,63,NA,2,980432,NA,G1,1,19,0,0,0,0,0,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=160284a28da14afdbf0823851b4c6c31&view=cluster_details&protein=980432&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=63&task=160284a28da14afdbf0823851b4c6c31&show=true,N/A,N/A,N/A,N/A,212.30568421052632,3.538428070175439,18.090355924614204,N/A,N/A,1_n_4723_10272013.mzML|1_n_StdMix_5000ppb_02.mzML|1_n_StdMix_1000ppb_01.mzML|1_n_3809_06222013.mzML|1_n_StdMix_5000ppb_01.mzML|1_n_3297_03272007.mzML|1_n_4717_08152013.mzML|1_n_3355_02042008.mzML|1_n_StdMix_2500ppb_02.mzML|1_n_StdMix_2500ppb_03.mzML|1_n_StdMix_5000ppb_03.mzML|1_n_3563_04292010.mzML|1_n_3757_12052012.mzML|1_n_3626_03062011.mzML|1_n_StdMix_2500ppb_01.mzML,15,63,19,562.299,1,562.299,21561000
